,title,genre,budget,runtime,year,month,revenue
1315,Collateral Damage,Action,85000000,108.0,2002,2,78382433
1316,The Prince & Me,Comedy,0,111.0,2004,3,0
1317,August: Osage County,Comedy,25000000,121.0,2013,12,74188937
1318,Pineapple Express,Action,27000000,111.0,2008,8,101624843
1319,Neighbors 2: Sorority Rising,Comedy,35000000,91.0,2016,5,108758521
1320,Dick Tracy,Adventure,47000000,103.0,1990,6,103738726
1321,The Book of Life,Romance,50000000,95.0,2014,10,97437106
1322,Closer,Drama,27000000,104.0,2004,12,115505027
1323,Final Destination 2,Horror,26000000,90.0,2003,1,90426405
1324,Dracula,Romance,40000000,128.0,1992,11,215862692
1325,Inspector Gadget,Action,75000000,78.0,1999,7,0
1326,Star Trek: Insurrection,Science Fiction,70000000,103.0,1998,12,118000000
1327,Crocodile Dundee in Los Angeles,Adventure,21150000,92.0,2001,4,39438674
1328,Serendipity,Comedy,28000000,90.0,2001,10,77516304
1329,Man on Fire,Action,70000000,146.0,2004,4,130293714
1330,Nine,Drama,80000000,112.0,2009,12,53825515
1331,Madagascar 3: Europe's Most Wanted,Animation,145000000,93.0,2012,6,746921274
1332,Brüno,Comedy,42000000,83.0,2009,7,0
1333,Free Birds,Animation,55000000,91.0,2013,10,110000000
1334,The Adventurer: The Curse of the Midas Box,Fantasy,25000000,99.0,2013,12,6399
1335,Doomsday,Action,30000000,108.0,2008,3,22211426
1336,The Waterboy,Comedy,23000000,90.0,1998,11,185991646
1337,The X Files: I Want to Believe,Drama,30000000,104.0,2008,7,68369434
1338,Underworld: Awakening,Fantasy,70000000,88.0,2012,1,160112671
1339,Live Free or Die Hard,Action,110000000,128.0,2007,6,383531464
1340,Stepmom,Drama,0,124.0,1998,12,0
1341,Shin Godzilla,Action,15000000,120.0,2016,7,77000000
1342,Kindergarten Cop,Comedy,15000000,111.0,1990,12,201957688
1343,Beyond Borders,Drama,35000000,127.0,2003,10,0
1344,Original Sin,Drama,42000000,118.0,2001,8,35402320
1345,Chill Factor,Action,70000000,101.0,1999,9,11263966
1346,Mr. Peabody & Sherman,Animation,145000000,92.0,2014,2,272912430
1347,The Huntsman: Winter's War,Action,115000000,114.0,2016,4,164602163
1348,Scott Pilgrim vs. the World,Action,60000000,112.0,2010,7,47664559
1349,The Dark Knight,Drama,185000000,152.0,2008,7,1004558444
1350,"I, Robot",Action,120000000,115.0,2004,7,347234916
1351,Colombiana,Action,40000000,108.0,2011,7,60965854
1352,The Ring Two,Drama,50000000,110.0,2005,3,161451538
1353,Ninja Assassin,Action,40000000,99.0,2009,9,60462347
1354,Clash of the Titans,Adventure,125000000,106.0,2010,4,232713139
1355,Valentine's Day,Comedy,52000000,125.0,2010,2,216485654
1356,Sausage Party,Adventure,19000000,83.0,2016,7,140752617
1357,Species,Science Fiction,35000000,108.0,1995,7,113374103
1358,Multiplicity,Comedy,45000000,117.0,1996,7,0
1359,Step Up Revolution,,33000000,99.0,2012,7,140470746
1360,Sphere,Science Fiction,75000000,134.0,1998,2,13100000
1361,The Day After Tomorrow,Action,125000000,124.0,2004,5,544272402
1362,The Hobbit: The Battle of the Five Armies,Action,250000000,144.0,2014,12,956019788
1363,Sex Tape,Comedy,40000000,97.0,2014,7,126069509
1364,Prometheus,Science Fiction,130000000,124.0,2012,5,403170142
1365,The Wild Thornberrys Movie,Animation,35000000,85.0,2002,12,0
1366,After Earth,Science Fiction,130000000,100.0,2013,5,243843127
1367,Return to Oz,Adventure,25000000,109.0,1985,6,11137801
1368,Welcome to Mooseport,Comedy,30000000,110.0,2004,2,14000000
1369,Looney Tunes: Back in Action,Animation,80000000,90.0,2003,11,68514844
1370,Alice in Wonderland,,200000000,108.0,2010,3,1025491110
1371,The Hunting Party,Action,0,101.0,2007,9,0
1372,Micmacs,Action,33000000,100.0,2009,10,14000000
1373,Bowfinger,Comedy,55000000,97.0,1999,8,0
1374,The Croods,Adventure,135000000,98.0,2013,3,585178928
1375,Love Actually,Comedy,40000000,135.0,2003,9,244931766
1376,Courage Under Fire,Drama,46000000,117.0,1996,7,100860818
1377,Mission to Mars,Science Fiction,90000000,114.0,2000,3,60874615
1378,Aloha,Drama,37000000,105.0,2015,5,26250020
1379,Dolphin Tale 2,,36000000,107.0,2014,9,52424533
1380,Scream 4,Horror,40000000,111.0,2011,4,97138686
1381,Octopussy,Adventure,27500000,131.0,1983,6,187500000
1382,The Ugly Truth,Comedy,38000000,96.0,2009,7,205298907
1383,Playing for Keeps,Comedy,35000000,106.0,2012,11,0
1384,Punch-Drunk Love,Comedy,25000000,95.0,2002,10,17000000
1385,The Phantom of the Opera,Thriller,70000000,143.0,2004,12,154648887
1386,Journey 2: The Mysterious Island,Adventure,79000000,94.0,2012,1,355692760
1387,The Fisher King,Comedy,24000000,137.0,1991,9,41895491
1388,Gangster Squad,Crime,60000000,113.0,2013,1,105200903
1389,Jersey Girl,Comedy,35000000,102.0,2004,3,36098382
1390,The Twilight Saga: Eclipse,Adventure,68000000,124.0,2010,6,698491347
1391,The Hateful Eight,Crime,44000000,167.0,2015,12,155760117
1392,Sahara,Action,130000000,124.0,2005,4,119269486
1393,Anna Karenina,Drama,0,130.0,2012,9,68929150
1394,Forbidden Kingdom,Thriller,26000000,127.0,2014,1,0
1395,The Fast and the Furious,Action,38000000,106.0,2001,6,207283925
1396,Erin Brockovich,Drama,52000000,131.0,2000,3,256271286
1397,The General's Daughter,Crime,60000000,116.0,1999,6,149705852
1398,Jingle All the Way,,60000000,89.0,1996,11,129832389
1399,Burlesque,Drama,55000000,119.0,2010,11,89519773
1400,This Is It,,60000000,111.0,2009,10,0
1401,Eight Legged Freaks,Action,0,99.0,2002,7,0
1402,Flags of Our Fathers,,90000000,132.0,2006,10,65900249
1403,Black Mass,Crime,53000000,122.0,2015,9,98837872
1404,The Sixth Sense,,40000000,107.0,1999,8,672806292
1405,What Planet Are You From?,Comedy,60000000,105.0,2000,3,0
1406,A Time to Kill,Crime,40000000,149.0,1996,7,152266007
1407,Shutter Island,Drama,80000000,138.0,2010,2,294804195
1408,Scrooged,Fantasy,0,101.0,1988,11,60328000
1409,Deadpool,Action,58000000,108.0,2016,2,783112979
1410,The Town,Crime,37000000,125.0,2010,9,154026136
1411,Maximum Risk,Action,25000000,100.0,1996,9,51702483
1412,The Curse of the Were-Rabbit,Adventure,30000000,85.0,2005,9,192452832
1413,Underworld: Rise of the Lycans,Fantasy,35000000,92.0,2009,1,91353501
1414,Red Eye,Horror,26000000,85.0,2005,8,57891803
1415,The Negotiator,Action,50000000,140.0,1998,7,44547681
1416,Hostage,,52000000,113.0,2005,3,77944725
1417,Hannibal Rising,Crime,50000000,121.0,2007,2,82169884
1418,Jurassic Park,Adventure,63000000,127.0,1993,6,920100000
1419,Blood Diamond,Drama,100000000,143.0,2006,12,170877916
1420,The Mortal Instruments: City of Bones,Action,60000000,130.0,2013,8,90565421
1421,Superman III,Comedy,39000000,125.0,1983,6,75850624
1422,Ocean's Twelve,Thriller,110000000,125.0,2004,12,362744280
1423,The Newton Boys,Crime,27000000,113.0,1998,3,76000000
1424,Dead Man Down,Thriller,0,118.0,2013,3,18074539
1425,Pitch Perfect 2,Comedy,29000000,115.0,2015,5,287506194
1426,Jack Reacher,Crime,60000000,130.0,2012,12,218340595
1427,Men in Black,Action,90000000,98.0,1997,7,589390539
1428,The Shaggy Dog,Comedy,50000000,98.0,2006,3,61112916
1429,The Age of Adaline,Fantasy,25000000,112.0,2015,4,65663276
1430,The Pledge,Crime,35000000,123.0,2001,1,29400000
1431,Sweet Home Alabama,Comedy,30000000,108.0,2002,9,180622424
1432,Planet 51,Science Fiction,70000000,91.0,2009,11,104945765
1433,Oz: The Great and Powerful,Fantasy,200000000,130.0,2013,3,491868548
1434,Hop,Animation,63000000,95.0,2011,3,183953723
1435,The Conjuring 2,Horror,40000000,134.0,2016,5,320170008
1436,Panic Room,Crime,48000000,111.0,2002,3,196397415
1437,Anaconda,Adventure,45000000,89.0,1997,4,136885767
1438,The Ninth Gate,Horror,38000000,133.0,1999,8,58401898
1439,Battlefield Earth,Action,44000000,118.0,2000,5,21400000
1440,Going the Distance,Comedy,32000000,102.0,2010,9,42045846
1441,The Sitter,Comedy,25000000,81.0,2011,12,34942188
1442,Old Dogs,Comedy,35000000,88.0,2009,11,92219310
1443,Superman,Action,55000000,143.0,1978,12,300218018
1444,The Gunman,Action,40000000,115.0,2015,2,13644292
1445,Vertical Limit,Action,75000000,124.0,2000,12,215663859
1446,Les Misérables,Drama,61000000,157.0,2012,12,441809770
1447,Dance Flick,Action,0,83.0,2009,5,0
1448,Scarface,Action,25000000,170.0,1983,12,65884703
1449,Mad City,Action,50000000,114.0,1997,11,10541523
1450,DodgeBall: A True Underdog Story,Comedy,20000000,92.0,2004,6,167722310
1451,Killers,Action,75000000,100.0,2010,6,98159963
1452,The Matrix,Action,63000000,136.0,1999,3,463517383
1453,Kill Bill: Vol. 2,Action,30000000,136.0,2004,4,152159461
1454,Pitch Black,Thriller,23000000,108.0,2000,2,53187659
1455,The Sorcerer's Apprentice,Fantasy,150000000,109.0,2010,7,215283742
1456,Minority Report,Action,102000000,145.0,2002,6,358372926
1457,The Fan,Drama,55000000,116.0,1996,8,18626419
1458,Rob Roy,Adventure,28000000,139.0,1995,4,31596911
1459,Big Daddy,Comedy,34200000,93.0,1999,6,234801895
1460,Head of State,Comedy,0,95.0,2003,1,0
1461,A Million Ways to Die in the West,Comedy,0,116.0,2014,5,0
1462,Out of Africa,Drama,31000000,161.0,1985,12,128499205
1463,Ghost Rider,Thriller,110000000,114.0,2007,2,228738393
1464,Home,Fantasy,135000000,94.0,2015,3,368871007
1465,GoldenEye,Adventure,58000000,130.0,1995,11,352194034
1466,The Majestic,Drama,72000000,152.0,2001,12,37317558
1467,Tomorrow Never Dies,Adventure,110000000,119.0,1997,12,333011068
1468,Speed,Action,30000000,116.0,1994,6,350448145
1469,Cloverfield,Action,25000000,85.0,2008,1,170764026
1470,The Maze Runner,Action,34000000,113.0,2014,9,348319861
1471,The Monuments Men,,70000000,118.0,2014,1,154984035
1472,Mrs. Doubtfire,Comedy,25000000,125.0,1993,11,441286195
1473,Zookeeper,Comedy,80000000,102.0,2011,7,169852759
1474,City of Ember,Adventure,55000000,90.0,2008,10,17869048
1475,My Super Ex-Girlfriend,Fantasy,0,95.0,2006,6,60896147
1476,Elizabeth: The Golden Age,Drama,55000000,114.0,2007,9,74237563
1477,Central Intelligence,Action,50000000,107.0,2016,6,216972543
1478,Ride Along,Action,25000000,99.0,2014,1,153997819
1479,Street Fighter,Action,35000000,102.0,1994,12,99423521
1480,The Bounty Hunter,Action,40000000,110.0,2010,3,136000000
1481,Yogi Bear,Comedy,80000000,80.0,2010,12,201584141
1482,Legal Eagles,Comedy,0,116.0,1986,6,0
1483,Inkheart,Adventure,60000000,106.0,2008,12,57490374
1484,Anonymous,Drama,30000000,130.0,2011,10,15395087
1485,The Soloist,Drama,60000000,109.0,2009,4,31720158
1486,The Cabin in the Woods,Horror,30000000,95.0,2012,4,66486080
1487,Shark Night,Horror,28000000,91.0,2011,9,10126458
1488,Mr. Popper's Penguins,Comedy,55000000,94.0,2011,6,187361754
1489,The Jackal,Action,60000000,124.0,1997,11,159330280
1490,Pirates of the Caribbean: On Stranger Tides,adventure,380000000,136.0,2011,5,1045713802
1491,Water for Elephants,Drama,38000000,120.0,2011,3,114156230
1492,Fifty Shades of Grey,Drama,40000000,125.0,2015,2,571006128
1493,Agent Cody Banks,Action,28000000,102.0,2003,3,58795814
1494,Jumper,Adventure,85000000,88.0,2008,2,222231186
1495,Coraline,Animation,60000000,100.0,2009,2,124596398
1496,Gangs of New York,Drama,100000000,167.0,2002,12,193772504
1497,The Adjustment Bureau,Science Fiction,50200000,106.0,2011,3,127869379
1498,Get on Up,Drama,0,139.0,2014,8,31911598
1499,Dragonfly,Drama,60000000,104.0,2002,2,52322400
1500,The Three Musketeers,Adventure,75000000,110.0,2011,8,132274484
1501,It's Complicated,Comedy,85000000,121.0,2009,12,219103655
1502,American Pie 2,Comedy,30000000,108.0,2001,8,287553595
1503,Death Becomes Her,Fantasy,55000000,104.0,1992,7,149022650
1504,King Kong,adventure,207000000,187.0,2005,12,550000000
1505,Agora,Adventure,70000000,127.0,2009,5,39041505
1506,Extremely Loud & Incredibly Close,Drama,40000000,129.0,2011,12,55247881
1507,The Hurricane,Drama,50000000,146.0,1999,9,73956241
1508,The Black Dahlia,Drama,50000000,121.0,2006,9,49111202
1509,The Out-of-Towners,Comedy,75000000,90.0,1999,4,29000000
1510,The Age of Innocence,Drama,34000000,139.0,1993,9,32255440
1511,Spider-Man,Fantasy,139000000,121.0,2002,5,821708551
1512,Rush,Drama,38000000,123.0,2013,9,90247624
1513,Lifeforce,Fantasy,25000000,116.0,1985,6,0
1514,The Hangover,Comedy,35000000,100.0,2009,6,459270619
1515,Secret Window,Thriller,40000000,96.0,2004,3,92913171
1516,Dreamcatcher,Drama,68000000,136.0,2003,3,75715436
1517,A.I. Artificial Intelligence,Drama,100000000,146.0,2001,6,235926552
1518,Ant-Man,Science Fiction,130000000,117.0,2015,7,519311965
1519,The Interview,Action,44000000,112.0,2014,12,12342632
1520,Footloose,Drama,8200000,107.0,1984,2,80035402
1521,Rush Hour 2,Action,90000000,90.0,2001,8,347325802
1522,Dumb and Dumberer: When Harry Met Lloyd,Comedy,19000000,85.0,2003,6,39267515
1523,Bandits,Action,75000000,123.0,2001,10,67631903
1524,The Inhabited Island,Action,36500000,115.0,2008,12,21834845
1525,State of Play,Action,60000000,127.0,2009,4,87784194
1526,Year One,Comedy,60000000,97.0,2009,6,62357900
1527,Kung Fu Jungle,Crime,25000000,100.0,2014,10,0
1528,Welcome Home Roscoe Jenkins,Comedy,35000000,114.0,2008,2,43650785
1529,The Adventures of Rocky & Bullwinkle,Action,76000000,88.0,2000,6,35134820
1530,The Pursuit of Happyness,Drama,55000000,117.0,2006,12,307077295
1531,The Lord of the Rings: The Return of the King,Adventure,94000000,201.0,2003,12,1118888979
1532,The Ides of March,Drama,12500000,101.0,2011,9,75993061
1533,Battle: Los Angeles,Action,70000000,116.0,2011,3,202466756
1534,Batman Begins,Action,150000000,140.0,2005,6,374218673
1535,Insurgent,Adventure,110000000,119.0,2015,3,295238201
1536,Horrible Bosses 2,Comedy,42000000,108.0,2014,11,107670357
1537,1941,Action,35000000,113.0,1979,12,31755742
1538,Zoom,,35000000,83.0,2006,8,12506188
1539,Into the Woods,Fantasy,50000000,125.0,2014,12,212902372
1540,The Bourne Ultimatum,Action,70000000,115.0,2007,8,442824138
1541,Drillbit Taylor,Comedy,40000000,102.0,2008,3,0
1542,Spider-Man 2,Action,200000000,127.0,2004,6,783766341
1543,50 First Dates,Comedy,75000000,99.0,2004,2,196482882
1544,Switchback,Action,37000000,118.0,1997,10,6482195
1545,The Sweetest Thing,Romance,43000000,84.0,2002,4,68696770
1546,Ice Age: Dawn of the Dinosaurs,Animation,90000000,94.0,2009,6,886686817
1547,The Amazing Spider-Man,Action,215000000,136.0,2012,6,752215857
1548,The Flowers of War,Drama,94000000,145.0,2011,12,95311434
1549,Iron Man 2,Adventure,200000000,124.0,2010,4,623933331
1550,Blood Ties,Thriller,25500000,128.0,2013,8,2415472
1551,Total Recall,Action,65000000,113.0,1990,6,261317921
1552,The Devil's Own,Crime,90000000,107.0,1997,3,140807547
1553,"Girl, Interrupted",Drama,40000000,127.0,1999,12,0
1554,300,Action,65000000,117.0,2006,12,422610419
1555,Big Momma's House 2,Comedy,40000000,99.0,2006,1,138259062
1556,The Long Kiss Goodnight,Crime,65000000,120.0,1996,10,89456761
1557,The Cable Guy,Comedy,47000000,96.0,1996,6,102825796
1558,Vanilla Sky,Drama,68000000,136.0,2001,12,203388341
1559,Free State of Jones,,50000000,139.0,2016,6,25035950
1560,Scream 2,Horror,24000000,120.0,1997,12,172363301
1561,Ultraviolet,Science Fiction,30000000,87.0,2006,3,31070211
1562,The Quick and the Dead,Action,32000000,107.0,1995,2,18552460
1563,Ponyo,Animation,41677699,100.0,2008,7,187479518
1564,V for Vendetta,Action,54000000,132.0,2006,3,132511035
1565,Bad Boys,Action,19000000,118.0,1995,4,141407024
1566,Daddy's Home,Comedy,50000000,96.0,2015,12,242786137
1567,The Revenant,,135000000,156.0,2015,12,532950503
1568,Taking Woodstock,,0,120.0,2009,9,0
1569,Hulk,Drama,137000000,138.0,2003,6,245360480
1570,Dune,Action,40000000,137.0,1984,12,30925690
1571,Mamma Mia!,Comedy,52000000,108.0,2008,7,609841637
1572,Alvin and the Chipmunks: The Squeakquel,Comedy,75000000,88.0,2009,12,443140005
1573,The Next Three Days,Romance,30000000,133.0,2010,11,51148651
1574,I Dreamed of Africa,Romance,34000000,114.0,2000,5,0
1575,Inside Man,Crime,45000000,129.0,2006,3,184376254
1576,Virtuosity,Action,30000000,106.0,1995,8,24048000
1577,No Strings Attached,Comedy,25000000,107.0,2011,1,147780440
1578,The Adventures of Pinocchio,Animation,0,90.0,1996,7,0
1579,Children of Men,Drama,76000000,109.0,2006,9,69959751
1580,Brick Mansions,Action,28000000,90.0,2014,4,68896829
1581,X2,Adventure,110000000,133.0,2003,4,407711549
1582,Non-Stop,Action,50000000,106.0,2014,1,222809600
1583,Smilla's Sense of Snow,Action,35000000,121.0,1997,2,0
1584,Where the Wild Things Are,,100000000,101.0,2009,10,100086793
1585,Just Go with It,Romance,80000000,117.0,2011,2,214918407
1586,Hocus Pocus,Comedy,28000000,96.0,1993,7,39514713
1587,Forgetting Sarah Marshall,Comedy,30000000,111.0,2008,4,105173115
1588,Scream 3,Horror,40000000,116.0,2000,2,161834276
1589,Furious 7,Action,190000000,137.0,2015,4,1506249360
1590,Big Hero 6,Adventure,165000000,102.0,2014,10,652105443
1591,American Sniper,,58800000,133.0,2014,12,542307423
1592,Angel Eyes,Drama,53000000,102.0,2001,5,29700000
1593,Pearl Harbor,,140000000,183.0,2001,5,449220945
1594,How to Be Single,Comedy,38000000,110.0,2016,1,112343513
1595,Hot Tub Time Machine,Science Fiction,36000000,101.0,2010,3,64572262
1596,The Naked Gun 33⅓: The Final Insult,Comedy,30000000,83.0,1994,3,51132598
1597,The Perfect Storm,Drama,120000000,130.0,2000,3,325756637
1598,My Best Friend's Wedding,Comedy,38000000,105.0,1997,6,299288605
1599,The Borrowers,Adventure,29000000,86.0,1997,12,0
1600,The Prince of Tides,Drama,30000000,132.0,1991,12,74787599
1601,Due Date,Comedy,65000000,95.0,2010,11,211780824
1602,Spy Kids,Action,35000000,88.0,2001,3,147934180
1603,Wonder Boys,Comedy,35000000,111.0,2000,2,0
1604,The Ghost Writer,Thriller,45000000,128.0,2010,2,60222298
1605,We Are Marshall,Drama,65000000,124.0,2006,12,43545364
1606,Eraser,Action,100000000,115.0,1996,6,242295562
1607,Knight and Day,Action,117000000,109.0,2010,6,261930431
1608,Despicable Me,Animation,69000000,95.0,2010,7,543513985
1609,Eat Pray Love,Drama,60000000,133.0,2010,8,204594016
1610,Resident Evil: Afterlife,Action,60000000,97.0,2010,9,300228084
1611,Conspiracy Theory,Action,75000000,135.0,1997,8,136982834
1612,Dark Water,Drama,30000000,105.0,2005,6,25473093
1613,Days of Thunder,Adventure,60000000,107.0,1990,6,157920733
1614,Stuck on You,Comedy,55000000,118.0,2003,12,33828318
1615,Entrapment,Romance,66000000,112.0,1999,4,212404396
1616,Jerry Maguire,Comedy,50000000,139.0,1996,12,273552592
1617,Meet the Fockers,Comedy,80000000,115.0,2004,12,516642939
1618,Larry Crowne,Comedy,30000000,98.0,2011,6,36160375
1619,"Yours, Mine and Ours",Comedy,0,111.0,1968,4,0
1620,Million Dollar Arm,Drama,25000000,124.0,2014,5,38307627
1621,The Pianist,Drama,35000000,150.0,2002,9,120072577
1622,Atlantis: The Lost Empire,Animation,120000000,95.0,2001,6,186053725
1623,Cars,Animation,120000000,117.0,2006,6,461983149
1624,Ella Enchanted,,31000000,96.0,2004,4,27388767
1625,Mad Max: Fury Road,Action,150000000,120.0,2015,5,378858340
1626,The Green Mile,Fantasy,60000000,189.0,1999,12,284600000
1627,Along Came Polly,Comedy,42000000,90.0,2004,1,171963386
1628,Dinner for Schmucks,Comedy,69000000,114.0,2010,7,86387857
1629,The Incredible Hulk,Science Fiction,150000000,114.0,2008,6,163712074
1630,Predator 2,Science Fiction,35000000,108.0,1990,11,57120318
1631,Green Zone,,100000000,115.0,2010,3,94882889
1632,The Cave,Action,30000000,97.0,2005,8,15007991
1633,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,140000000,143.0,2003,7,655011224
1634,Scary Movie 3,Comedy,48000000,84.0,2003,10,220673217
1635,Barney's Version,Comedy,30000000,134.0,2010,10,8454301
1636,The Italian Job,Action,60000000,110.0,2003,5,176070171
1637,The Cat in the Hat,Comedy,0,82.0,2003,11,0
1638,Anastasia,Animation,53000000,94.0,1997,11,139804348
1639,Elektra,Action,43000000,97.0,2005,1,56681566
1640,The Invasion,Science Fiction,80000000,99.0,2007,8,15071514
1641,Talladega Nights: The Ballad of Ricky Bobby,Comedy,72500000,116.0,2006,8,162966177
1642,Why I Did (Not) Eat My Father,Adventure,0,100.0,2015,4,0
1643,Jane Got a Gun,Action,25000000,98.0,2016,1,1397284
1644,Mrs. Winterbourne,Comedy,25000000,105.0,1996,4,10070000
1645,Small Soldiers,Comedy,40000000,110.0,1998,7,54682547
1646,JFK,Drama,40000000,189.0,1991,12,205405498
1647,Ride with the Devil,Drama,38000000,138.0,1999,11,635096
1648,The Ladykillers,Comedy,0,104.0,2004,3,0
1649,Kicking & Screaming,Romance,45000000,95.0,2005,5,56070433
1650,The Amazing Spider-Man 2,Action,200000000,142.0,2014,4,705717432
1651,Pacific Rim,Action,180000000,131.0,2013,7,407602906
1652,The Running Man,Action,27000000,101.0,1987,11,38122105
1653,Blade,Horror,45000000,120.0,1998,8,131183530
1654,Monkeybone,Adventure,75000000,93.0,2001,2,5409517
1655,Eight Below,Adventure,40000000,120.0,2006,2,120455994
1656,Basic Instinct 2,Crime,70000000,114.0,2006,3,38629478
1657,Valkyrie,Drama,75000000,121.0,2008,12,200276000
1658,Snow White: A Tale of Terror,Fantasy,26000000,100.0,1997,7,0
1659,Hollywood Homicide,Action,75000000,116.0,2003,6,51142659
1660,Six Days Seven Nights,Action,70000000,98.0,1998,6,164000000
1661,Twister,Action,92000000,113.0,1996,5,494471524
1662,The Hunger Games,Science Fiction,75000000,142.0,2012,3,691210692
1663,I Don't Know How She Does It,Romance,24000000,89.0,2011,9,30551495
1664,Walking With Dinosaurs,Animation,80000000,87.0,2013,12,126546518
1665,The Island of Dr. Moreau,Fantasy,40000000,96.0,1996,8,49627779
1666,Hollow Man,Action,95000000,112.0,2000,8,190213455
1667,The Indian in the Cupboard,Adventure,45000000,96.0,1995,7,0
1668,Superhero Movie,Action,35000000,85.0,2008,3,25871834
1669,Love Ranch,Drama,0,117.0,2010,6,0
1670,Interstellar,Adventure,165000000,169.0,2014,11,675120017
1671,First Knight,Action,55000000,134.0,1995,7,127600435
1672,Domestic Disturbance,,75000000,89.0,2001,10,54249294
1673,The Last Samurai,Drama,140000000,154.0,2003,12,456758981
1674,Munich,Drama,70000000,164.0,2005,12,130358911
1675,Saving Mr. Banks,Comedy,35000000,125.0,2013,11,112544580
1676,Lilo & Stitch,Animation,80000000,85.0,2002,6,145771527
1677,The Hoax,Comedy,25000000,116.0,2006,10,11772461
1678,Cats & Dogs,Comedy,60000000,87.0,2001,7,93375151
1679,Nim's Island,Adventure,37000000,96.0,2008,4,100076342
1680,The Promise,Fantasy,0,98.0,2005,12,0
1681,The Cotton Club,,58000000,127.0,1984,12,25928721
1682,Charlie Wilson's War,Comedy,75000000,102.0,2007,12,119000410
1683,Blackhat,Crime,70000000,133.0,2015,1,17752940
1684,Joe Somebody,Comedy,38000000,99.0,2001,12,0
1685,The Hudsucker Proxy,Comedy,30000000,111.0,1994,3,0
1686,The Legend of Tarzan,Action,180000000,109.0,2016,6,356743061
1687,Transformers: Dark of the Moon,Action,195000000,154.0,2011,6,1123746996
1688,Sabotage,Action,35000000,110.0,2014,3,17508518
1689,Alfie,Comedy,60000000,103.0,2004,10,13395939
1690,The Help,Drama,25000000,146.0,2011,8,124272124
1691,Johnny English,Adventure,40000000,88.0,2003,4,160583018
1692,Bride Wars,Comedy,30000000,89.0,2009,1,114663461
1693,Shaft,Action,46000000,99.0,2000,6,107196498
1694,Batman & Robin,Action,125000000,125.0,1997,6,238207122
1695,Spy Game,Action,92000000,126.0,2001,11,143049560
1696,Up in the Air,Drama,25000000,109.0,2009,9,163670000
1697,Soul Men,Comedy,0,103.0,2008,11,0
1698,The Cell,Horror,33000000,107.0,2000,8,104155843
1699,Music and Lyrics,Comedy,40000000,96.0,2007,2,145896422
1700,White House Down,Action,150000000,131.0,2013,6,205366737
1701,Iron Man,Action,140000000,126.0,2008,4,585174222
1702,Shanghai Knights,Action,50000000,115.0,2003,2,88323487
1703,Bedazzled,Fantasy,48000000,93.0,2000,10,90383208
1704,The Art of War,Crime,40000000,117.0,2000,8,30199105
1705,My Favorite Martian,Comedy,65000000,94.0,1999,2,36850101
1706,Stigmata,Horror,29000000,103.0,1999,9,50041732
1707,Bride of Chucky,Horror,25000000,89.0,1998,10,50671850
1708,Once Upon a Time in America,Drama,30000000,229.0,1984,2,0
1709,Legends of the Fall,Adventure,30000000,133.0,1994,12,160638883
1710,Joyful Noise,Comedy,0,117.0,2012,1,0
1711,Breakdown,Drama,36000000,95.0,1997,5,50159144
1712,August Rush,Drama,25000000,114.0,2007,11,66122026
1713,Dragon Blade,Action,65000000,127.0,2015,2,121545703
1714,Catwoman,Action,100000000,104.0,2004,7,82102379
1715,Supernova,Horror,90000000,91.0,2000,1,14828081
1716,Little Nicky,Comedy,85000000,90.0,2000,11,0
1717,Black Hawk Down,Action,92000000,144.0,2001,12,172989651
1718,Red Tails,Drama,58000000,125.0,2012,1,50365377
1719,The Big Wedding,Comedy,35000000,90.0,2013,4,21819348
1720,WALL·E,Animation,180000000,98.0,2008,6,521311860
1721,Event Horizon,Horror,60000000,96.0,1997,8,26673242
1722,Moonraker,Action,34000000,126.0,1979,6,210308099
1723,Trainwreck,Comedy,35000000,125.0,2015,7,140795793
1724,The Iron Giant,Adventure,70000000,86.0,1999,8,23159305
1725,Unbreakable,Science Fiction,75000000,106.0,2000,11,248118121
1726,The Longest Ride,Drama,34000000,128.0,2015,4,63013281
1727,Red Planet,Thriller,80000000,106.0,2000,11,33463969
1728,The Talented Mr. Ripley,Thriller,40000000,139.0,1999,12,128798265
1729,Assassins,Action,50000000,132.0,1995,10,30303072
1730,An Unfinished Life,Drama,30000000,108.0,2005,9,18618284
1731,Cinderella,Romance,95000000,105.0,2015,3,543514353
1732,The Nut Job,Animation,0,85.0,2014,1,0
1733,Letters to Juliet,Comedy,30000000,105.0,2010,5,0
1734,Chappie,Crime,49000000,120.0,2015,3,104399548
1735,Horrible Bosses,Comedy,35000000,98.0,2011,7,117000000
1736,The Lovers,Action,27000000,109.0,2015,2,0
1737,Mandela: Long Walk to Freedom,Drama,35000000,141.0,2013,12,27330000
1738,Be Cool,Comedy,53000000,118.0,2005,3,95226116
1739,The Living Daylights,Action,40000000,130.0,1987,6,191185897
1740,Safe,Action,30000000,94.0,2012,4,40346186
1741,The Adventures of Sharkboy and Lavagirl,Adventure,50000000,92.0,2005,6,69425966
1742,What to Expect When You're Expecting,Romance,40000000,110.0,2012,5,79700000
1743,Chocolat,Comedy,25000000,121.0,2000,12,152500343
1744,Femme Fatale,Thriller,35000000,114.0,2002,11,16838910
1745,The Young Victoria,Drama,35000000,105.0,2009,3,27409889
1746,Dracula 2000,Thriller,28000000,99.0,2000,12,33000337
